tau,x,y,theta,v,omega,v2_plus_omega2
3.086172344689378511e-01,6.341947879314149827e-02,7.671579288502981819e-02,6.526951042215065613e-01,1.022528607090084751e+00,9.769520191301162004e-01,1.999999999999999778e+00
3.106212424849699172e-01,6.608651032794822522e-02,7.876141058836660935e-02,6.558796324831055458e-01,1.030685188468534186e+00,9.683429362945663588e-01,2.000000000000000444e+00
3.126252505010019833e-01,6.876807467650725147e-02,8.083171024400499782e-02,6.590358806112077694e-01,1.038759021828018048e+00,9.596768698738650238e-01,2.000000000000000000e+00
3.146292585170340494e-01,7.146388708951952051e-02,8.292656139501808354e-02,6.621636634344182371e-01,1.046749831039872403e+00,9.509546735875473722e-01,2.000000000000000000e+00
3.166332665330661156e-01,7.417366561450948470e-02,8.504582874562442718e-02,6.652627985702186386e-01,1.054657351390702935e+00,9.421771973241271914e-01,2.000000000000000000e+00
3.186372745490981817e-01,7.689713114203151900e-02,8.718937223347569820e-02,6.683331064121353915e-01,1.062481329389422413e+00,9.333452869645222361e-01,2.000000000000000444e+00
3.206412825651302478e-01,7.963400744943244236e-02,8.935704710238960569e-02,6.713744101163393596e-01,1.070221522571550565e+00,9.244597842116401010e-01,2.000000000000000000e+00
3.226452905811623140e-01,8.238402124218018041e-02,9.154870397546852057e-02,6.743865355876978995e-01,1.077877699300962444e+00,9.155215264261481467e-01,2.000000000000000000e+00
3.246492985971943801e-01,8.514690219276986605e-02,9.376418892854519738e-02,6.773693114652992175e-01,1.085449638569255804e+00,9.065313464684343625e-01,2.000000000000000888e+00
3.266533066132264462e-01,8.792238297722046458e-02,9.600334356389839119e-02,6.803225691074697989e-01,1.092937129792921347e+00,8.974900725467727103e-01,2.000000000000000444e+00
3.286573146292585124e-01,9.071019930917637031e-02,9.826600508418234514e-02,6.832461425763041163e-01,1.100339972608490813e+00,8.883985280716903965e-01,2.000000000000000444e+00
3.306613226452905785e-01,9.351008997162985059e-02,1.005520063665154007e-01,6.861398686217287102e-01,1.107657976665827659e+00,8.792575315165431782e-01,2.000000000000000000e+00
3.326653306613226446e-01,9.632179684628167093e-02,1.028611760366743427e-01,6.890035866651188501e-01,1.114890961419743975e+00,8.700678962842838260e-01,2.000000000000000444e+00
3.346693386773546552e-01,9.914506494055834451e-02,1.051933385433423962e-01,6.918371387824898688e-01,1.122038755920100606e+00,8.608304305804211909e-01,2.000000000000000444e+00
3.366733466933867214e-01,1.019796424123063650e-01,1.075483142323604979e-01,6.946403696872828215e-01,1.129101198600567679e+00,8.515459372921473369e-01,2.000000000000000000e+00
3.386773547094187875e-01,1.048252805921831565e-01,1.099259194209316337e-01,6.974131267127634537e-01,1.136078137066201865e+00,8.422152138736207494e-01,2.000000000000000444e+00
3.406813627254508536e-01,1.076817340037686532e-01,1.123259664717317641e-01,7.001552597940564615e-01,1.142969427880005329e+00,8.328390522373777527e-01,2.000000000000000000e+00
3.426853707414829198e-01,1.105487603814193920e-01,1.147482638668797239e-01,7.028666214498340281e-01,1.149774936348628929e+00,8.234182386518450469e-01,2.000000000000000444e+00
3.446893787575149859e-01,1.134261206858899751e-01,1.171926162817217565e-01,7.055470667636788429e-01,1.156494536307370202e+00,8.139535536449246100e-01,2.000000000000000444e+00
3.466933867735470520e-01,1.163135791177470485e-01,1.196588246583869669e-01,7.081964533651409210e-01,1.163128109904626672e+00,8.044457719136143270e-01,2.000000000000000000e+00
3.486973947895791182e-01,1.192109031286018583e-01,1.221466862790717006e-01,7.108146414105087629e-01,1.169675547385951253e+00,7.948956622396272653e-01,2.000000000000000444e+00
3.507014028056111843e-01,1.221178634301884752e-01,1.246559948390123240e-01,7.134014935633138377e-01,1.176136746877859851e+00,7.853039874109676299e-01,2.000000000000000000e+00
3.527054108216432504e-01,1.250342340013154696e-01,1.271865405191074105e-01,7.159568749745878202e-01,1.182511614171539716e+00,7.756715041494175455e-01,2.000000000000000000e+00
3.547094188376753165e-01,1.279597920927195709e-01,1.297381100581516955e-01,7.184806532628925657e-01,1.188800062506595534e+00,7.659989630438900354e-01,2.000000000000000000e+00
3.567134268537073827e-01,1.308943182298505370e-01,1.323104868246459676e-01,7.209726984941405847e-01,1.195002012354981158e+00,7.562871084895907980e-01,2.000000000000000888e+00
3.587174348697394488e-01,1.338375962136172104e-01,1.349034508881481464e-01,7.234328831612262256e-01,1.201117391205244633e+00,7.465366786329441506e-01,2.000000000000000444e+00
3.607214428857715149e-01,1.367894131191252916e-01,1.375167790901326847e-01,7.258610821634861043e-01,1.207146133347230199e+00,7.367484053222183027e-01,2.000000000000000444e+00
3.627254509018035811e-01,1.397495592924375418e-01,1.401502451143268047e-01,7.282571727860065458e-01,1.213088179657361598e+00,7.269230140637927828e-01,2.000000000000000000e+00
3.647294589178356472e-01,1.427178283453884311e-01,1.428036195564935662e-01,7.306210346787973542e-01,1.218943477384635488e+00,7.170612239840143953e-01,2.000000000000000000e+00
3.667334669338677133e-01,1.456940171484848723e-01,1.454766699936332064e-01,7.329525498358497870e-01,1.224711979937454176e+00,7.071637477965633245e-01,2.000000000000000444e+00
3.687374749498997795e-01,1.486779258219255162e-01,1.481691610525757985e-01,7.352516025740961636e-01,1.230393646671412711e+00,6.972312917752782058e-01,2.000000000000000444e+00
3.707414829659318456e-01,1.516693577247713864e-01,1.508808544779397520e-01,7.375180795122897592e-01,1.235988442678165988e+00,6.872645557323627807e-01,2.000000000000000000e+00
3.727454909819639117e-01,1.546681194423008554e-01,1.536115091994320891e-01,7.397518695498221941e-01,1.241496338575487579e+00,6.772642330019047474e-01,2.000000000000000000e+00
3.747494989979959779e-01,1.576740207715823516e-01,1.563608813984679047e-01,7.419528638454945257e-01,1.246917310298629955e+00,6.672310104286445220e-01,1.999999999999999556e+00
3.767535070140280440e-01,1.606868747052982993e-01,1.591287245740878598e-01,7.441209557962612520e-01,1.252251338893106691e+00,6.571655683619024302e-01,2.000000000000000444e+00
3.787575150300601101e-01,1.637064974138540963e-01,1.619147896081541971e-01,7.462560410159619906e-01,1.257498410308986569e+00,6.470685806546104812e-01,2.000000000000000444e+00
3.807615230460921762e-01,1.667327082258059923e-01,1.647188248298067925e-01,7.483580173140580438e-01,1.262658515196820375e+00,6.369407146673553566e-01,2.000000000000000444e+00
3.827655310621242424e-01,1.697653296066418682e-01,1.675405760791625898e-01,7.504267846743911674e-01,1.267731648705287428e+00,6.267826312773622233e-01,2.000000000000000000e+00
3.847695390781562530e-01,1.728041871359490556e-01,1.703797867702427915e-01,7.524622452339788659e-01,1.272717810280666217e+00,6.165949848923408805e-01,2.000000000000000000e+00
3.867735470941883191e-01,1.758491094830036128e-01,1.732361979531142349e-01,7.544643032618633116e-01,1.277617003468221490e+00,6.063784234691098618e-01,2.000000000000000888e+00
3.887775551102203853e-01,1.788999283808141716e-01,1.761095483752310731e-01,7.564328651380284319e-01,1.282429235715597304e+00,5.961335885369232201e-01,2.000000000000000888e+00
3.907815631262524514e-01,1.819564785986561573e-01,1.789995745419669659e-01,7.583678393324018163e-01,1.287154518178310614e+00,5.858611152254098453e-01,1.999999999999999778e+00
3.927855711422845175e-01,1.850185979131289127e-01,1.819060107763265099e-01,7.602691363839544358e-01,1.291792865527425560e+00,5.755616322970482646e-01,2.000000000000000000e+00
3.947895791583165837e-01,1.880861270777706984e-01,1.848285892778276096e-01,7.621366688799149358e-01,1.296344295759489729e+00,5.652357621840932156e-01,2.000000000000000000e+00
3.967935871743486498e-01,1.911589097912650137e-01,1.877670401805474343e-01,7.639703514351112723e-01,1.300808830008820083e+00,5.548841210298641746e-01,2.000000000000000444e+00
3.987975951903807159e-01,1.942367926642721843e-01,1.907210916103253551e-01,7.657701006714550118e-01,1.305186492362208739e+00,5.445073187343159038e-01,1.999999999999999778e+00
4.008016032064127820e-01,1.973196251849197169e-01,1.936904697411183374e-01,7.675358351975813953e-01,1.309477309676126744e+00,5.341059590038045313e-01,2.000000000000000444e+00
4.028056112224448482e-01,2.004072596829850339e-01,1.966748988505045981e-01,7.692674755886592664e-01,1.313681311396494911e+00,5.236806394049581259e-01,2.000000000000000444e+00
4.048096192384769143e-01,2.034995512928036154e-01,1.996741013743332516e-01,7.709649443663836310e-01,1.317798529381093209e+00,5.132319514225788248e-01,2.000000000000000000e+00
4.068136272545089804e-01,2.065963579149356633e-01,2.026877979605182789e-01,7.726281659791647272e-01,1.321828997724677546e+00,5.027604805214652695e-01,2.000000000000000000e+00
4.088176352705410466e-01,2.096975401766240921e-01,2.057157075219767928e-01,7.742570667825255937e-01,1.325772752586859893e+00,4.922668062120997279e-01,2.000000000000000444e+00
4.108216432865731127e-01,2.128029613910761564e-01,2.087575472887121253e-01,7.758515750197206851e-01,1.329629832022823033e+00,4.817515021200868275e-01,2.000000000000000888e+00
4.128256513026051788e-01,2.159124875156012979e-01,2.118130328590439315e-01,7.774116208025878549e-01,1.333400275816922109e+00,4.712151360592699567e-01,2.000000000000000000e+00
4.148296593186372450e-01,2.190259871086367716e-01,2.148818782499881674e-01,7.789371360926461429e-01,1.337084125319234928e+00,4.606582701084355191e-01,2.000000000000000000e+00
4.168336673346693111e-01,2.221433312856929965e-01,2.179637959467909392e-01,7.804280546824495790e-01,1.340681423285111418e+00,4.500814606915157778e-01,2.000000000000000444e+00
4.188376753507013772e-01,2.252643936742497188e-01,2.210584969516214415e-01,7.818843121772098836e-01,1.344192213717774642e+00,4.394852586612078005e-01,2.000000000000000444e+00
4.208416833667334433e-01,2.283890503676341832e-01,2.241656908314296759e-01,7.833058459766980564e-01,1.347616541714028893e+00,4.288702093859182995e-01,2.000000000000000444e+00
4.228456913827655095e-01,2.315171798779118439e-01,2.272850857649763301e-01,7.846925952574359542e-01,1.350954453313115478e+00,4.182368528399449947e-01,2.000000000000000444e+00
4.248496993987975756e-01,2.346486630878198976e-01,2.304163885890425922e-01,7.860445009551884077e-01,1.354205995348766178e+00,4.075857236968166153e-01,2.000000000000000444e+00
4.268537074148296417e-01,2.377833832017738069e-01,2.335593048438285857e-01,7.873615057477657553e-01,1.357371215304498557e+00,3.969173514256956192e-01,2.000000000000000444e+00
4.288577154308617079e-01,2.409212256959760712e-01,2.367135388175504729e-01,7.886435540381471210e-01,1.360450161172190420e+00,3.862322603907673568e-01,2.000000000000000444e+00
4.308617234468937740e-01,2.440620782676568568e-01,2.398787935902465529e-01,7.898905919379337615e-01,1.363442881313980504e+00,3.755309699535192003e-01,2.000000000000000000e+00
4.328657314629258401e-01,2.472058307834749946e-01,2.430547710768040381e-01,7.911025672511416973e-01,1.366349424327527595e+00,3.648139945778322013e-01,2.000000000000000444e+00
4.348697394789579063e-01,2.503523752271081260e-01,2.462411720692184447e-01,7.922794294583431762e-01,1.369169838914662929e+00,3.540818439378050075e-01,2.000000000000000000e+00
4.368737474949899169e-01,2.535016056460597800e-01,2.494376962780988360e-01,7.934211297011652952e-01,1.371904173753480949e+00,3.433350230282064541e-01,2.000000000000000444e+00
4.388777555110219830e-01,2.566534180977118051e-01,2.526440423734330754e-01,7.945276207671546631e-01,1.374552477373885306e+00,3.325740322774983770e-01,2.000000000000000000e+00
4.408817635270540491e-01,2.598077105946482446e-01,2.558599080246263258e-01,7.955988570750158750e-01,1.377114798036635834e+00,3.217993676633245648e-01,2.000000000000000000e+00
4.428857715430861153e-01,2.629643830492789935e-01,2.590849899398298128e-01,7.966347946602320151e-01,1.379591183615916927e+00,3.110115208303919632e-01,2.000000000000000000e+00
4.448897795591181814e-01,2.661233372177891354e-01,2.623189839045744765e-01,7.976353911610752911e-01,1.381981681485458191e+00,3.002109792106636976e-01,2.000000000000000000e+00
4.468937875751502475e-01,2.692844766434404624e-01,2.655615848197265816e-01,7.986006058050142409e-01,1.384286338408235562e+00,2.893982261457731520e-01,2.000000000000000000e+00
4.488977955911823137e-01,2.724477065992504943e-01,2.688124867387824413e-01,7.995303993955259481e-01,1.386505200429774654e+00,2.785737410115871615e-01,2.000000000000000444e+00
4.509018036072143798e-01,2.756129340300755293e-01,2.720713829045199317e-01,8.004247342993187075e-01,1.388638312775082317e+00,2.677379993448307793e-01,1.999999999999999778e+00
4.529058116232464459e-01,2.787800674941216528e-01,2.753379657850256734e-01,8.012835744339732447e-01,1.390685719749229943e+00,2.568914729716937906e-01,2.000000000000000444e+00
4.549098196392785121e-01,2.819490171039097381e-01,2.786119271091162530e-01,8.021068852560074847e-01,1.392647464641604049e+00,2.460346301383457002e-01,2.000000000000000444e+00
4.569138276553105782e-01,2.851196944667179212e-01,2.818929579011735242e-01,8.028946337493720886e-01,1.394523589633852367e+00,2.351679356432660739e-01,2.000000000000000444e+00
4.589178356713426443e-01,2.882920126245261394e-01,2.851807485154136956e-01,8.036467884143817519e-01,1.396314135711536952e+00,2.242918509713269781e-01,2.000000000000000444e+00
4.609218436873747105e-01,2.914658859934863844e-01,2.884749886696110210e-01,8.043633192570885937e-01,1.398019142579515428e+00,2.134068344295396435e-01,2.000000000000000444e+00
4.629258517034067766e-01,2.946412303029423696e-01,2.917753674782969098e-01,8.050441977791022996e-01,1.399638648581067013e+00,2.025133412843827252e-01,2.000000000000000444e+00
4.649298597194388427e-01,2.978179625340214298e-01,2.950815734854557726e-01,8.056893969678623479e-01,1.401172690620776429e+00,1.916118239006512902e-01,2.000000000000000444e+00
4.669338677354709088e-01,3.009960008578216328e-01,2.983932946967400857e-01,8.062988912873676473e-01,1.402621304091193011e+00,1.807027318817322481e-01,2.000000000000000000e+00
4.689378757515029750e-01,3.041752645732170302e-01,3.017102186112262108e-01,8.068726566693669167e-01,1.403984522803275903e+00,1.697865122112406089e-01,2.000000000000000000e+00
4.709418837675350411e-01,3.073556740443027513e-01,3.050320322527341199e-01,8.074106705050155819e-01,1.405262378920640431e+00,1.588636093959309714e-01,2.000000000000000444e+00
4.729458917835671072e-01,3.105371506375023127e-01,3.083584222007341169e-01,8.079129116370019625e-01,1.406454902897614101e+00,1.479344656098213195e-01,2.000000000000000444e+00
4.749498997995991734e-01,3.137196166583591794e-01,3.116890746208633156e-01,8.083793603521478577e-01,1.407562123421116862e+00,1.369995208394414465e-01,2.000000000000000000e+00
4.769539078156312395e-01,3.169029952880333956e-01,3.150236752950764108e-01,8.088099983744858612e-01,1.408584067356372760e+00,1.260592130301385616e-01,2.000000000000000000e+00
4.789579158316633056e-01,3.200872105195254336e-01,3.183619096514541114e-01,8.092048088588172927e-01,1.409520759696461178e+00,1.151139782333626543e-01,2.000000000000000000e+00
4.809619238476953718e-01,3.232721870936477448e-01,3.217034627936936619e-01,8.095637763847541857e-01,1.410372223515721224e+00,1.041642507548576208e-01,2.000000000000000444e+00
4.829659318637274379e-01,3.264578504347653287e-01,3.250480195303060427e-01,8.098868869512477753e-01,1.411138479927010136e+00,9.321046330368544519e-02,2.000000000000000444e+00
4.849699398797595040e-01,3.296441265863255810e-01,3.283952644035444401e-01,8.101741279716059285e-01,1.411819548042827721e+00,8.225304714201206457e-02,2.000000000000000444e+00
4.869739478957915702e-01,3.328309421461985718e-01,3.317448817180891352e-01,8.104254882690020700e-01,1.412415444940311016e+00,7.129243223557306386e-02,2.000000000000000444e+00
4.889779559118235808e-01,3.360182242018476817e-01,3.350965555695136211e-01,8.106409580724780461e-01,1.412926185630103859e+00,6.032904740475806410e-02,2.000000000000000444e+00
4.909819639278556469e-01,3.392059002653513566e-01,3.384499698725580430e-01,8.108205290134423704e-01,1.413351783029108910e+00,4.936332047623162578e-02,2.000000000000000444e+00
4.929859719438877130e-01,3.423938982082950777e-01,3.418048083892339939e-01,8.109641941226656270e-01,1.413692247937122337e+00,3.839567843502465078e-02,2.000000000000000000e+00
4.949899799599197792e-01,3.455821461965549735e-01,3.451607547567877576e-01,8.110719478277745864e-01,1.413947589017360285e+00,2.742654757701906004e-02,2.000000000000000444e+00
4.969939879759518453e-01,3.487705726249922256e-01,3.485174925155469228e-01,8.111437859512458104e-01,1.414117812780872674e+00,1.645635366175965744e-02,2.000000000000000000e+00
4.989979959919839114e-01,3.519591060520780301e-01,3.518747051366762912e-01,8.111797057089006335e-01,1.414202923574855664e+00,5.485522065508697913e-03,2.000000000000000000e+00
5.010020040080159776e-01,3.551476751344693761e-01,3.552320760498689500e-01,8.111797057089006335e-01,1.414202923574855664e+00,-5.485522065508838425e-03,2.000000000000000000e+00
5.030060120240480437e-01,3.583362085615551806e-01,3.585892886709983185e-01,8.111437859512458104e-01,1.414117812780872674e+00,-1.645635366175948397e-02,2.000000000000000000e+00
5.050100200400801098e-01,3.615246349899924327e-01,3.619460264297574836e-01,8.110719478277745864e-01,1.413947589017360285e+00,-2.742654757701919882e-02,2.000000000000000444e+00
5.070140280561121759e-01,3.647128829782523285e-01,3.653019727973112474e-01,8.109641941226656270e-01,1.413692247937122337e+00,-3.839567843502478955e-02,2.000000000000000000e+00
5.090180360721442421e-01,3.679008809211960496e-01,3.686568113139871983e-01,8.108205290134423704e-01,1.413351783029108910e+00,-4.936332047623176456e-02,2.000000000000000444e+00
5.110220440881763082e-01,3.710885569846997245e-01,3.720102256170316202e-01,8.106409580724780461e-01,1.412926185630103859e+00,-6.032904740475820288e-02,2.000000000000000444e+00
5.130260521042083743e-01,3.742758390403489455e-01,3.753618994684562171e-01,8.104254882690020700e-01,1.412415444940311016e+00,-7.129243223557352183e-02,2.000000000000000444e+00
5.150300601202404405e-01,3.774626546002219363e-01,3.787115167830009121e-01,8.101741279716059285e-01,1.411819548042827721e+00,-8.225304714201220335e-02,2.000000000000000444e+00
5.170340681362725066e-01,3.806489307517821885e-01,3.820587616562393096e-01,8.098868869512477753e-01,1.411138479927010136e+00,-9.321046330368559785e-02,2.000000000000000444e+00
5.190380761523045727e-01,3.838345940928997724e-01,3.854033183928516904e-01,8.095637763847541857e-01,1.410372223515721224e+00,-1.041642507548577595e-01,2.000000000000000444e+00
5.210420841683366389e-01,3.870195706670220837e-01,3.887448715350912409e-01,8.092048088588172927e-01,1.409520759696461178e+00,-1.151139782333628070e-01,2.000000000000000000e+00
5.230460921843687050e-01,3.902037858985141217e-01,3.920831058914689415e-01,8.088099983744858612e-01,1.408584067356372760e+00,-1.260592130301387004e-01,2.000000000000000444e+00
5.250501002004007711e-01,3.933871645281883378e-01,3.954177065656820367e-01,8.083793603521478577e-01,1.407562123421116862e+00,-1.369995208394413078e-01,2.000000000000000000e+00
5.270541082164328373e-01,3.965696305490452045e-01,3.987483589858112354e-01,8.079129116370019625e-01,1.406454902897614101e+00,-1.479344656098214583e-01,2.000000000000000444e+00
5.290581162324649034e-01,3.997511071422447659e-01,4.020747489338112324e-01,8.074106705050155819e-01,1.405262378920640431e+00,-1.588636093959311102e-01,2.000000000000000444e+00
5.310621242484969695e-01,4.029315166133304871e-01,4.053965625753191415e-01,8.068726566693669167e-01,1.403984522803275903e+00,-1.697865122112407477e-01,2.000000000000000000e+00
5.330661322645290356e-01,4.061107803287258844e-01,4.087134864898052666e-01,8.062988912873676473e-01,1.402621304091193011e+00,-1.807027318817329975e-01,2.000000000000000444e+00
5.350701402805611018e-01,4.092888186525260874e-01,4.120252077010895797e-01,8.056893969678623479e-01,1.401172690620776429e+00,-1.916118239006517621e-01,2.000000000000000444e+00
5.370741482965931679e-01,4.124655508836051476e-01,4.153314137082484425e-01,8.050441977791022996e-01,1.399638648581066791e+00,-2.025133412843831415e-01,2.000000000000000000e+00
5.390781563126252340e-01,4.156408951930611329e-01,4.186317925169343312e-01,8.043633192570885937e-01,1.398019142579515428e+00,-2.134068344295400876e-01,2.000000000000000444e+00
5.410821643286573002e-01,4.188147685620213778e-01,4.219260326711316567e-01,8.036467884143817519e-01,1.396314135711536730e+00,-2.242918509713277553e-01,2.000000000000000000e+00
5.430861723446893663e-01,4.219870867198295961e-01,4.252138232853718280e-01,8.028946337493720886e-01,1.394523589633852145e+00,-2.351679356432668233e-01,2.000000000000000444e+00
5.450901803607214324e-01,4.251577640826377791e-01,4.284948540774290993e-01,8.021068852560074847e-01,1.392647464641604049e+00,-2.460346301383461443e-01,2.000000000000000444e+00
5.470941883767534986e-01,4.283267136924258645e-01,4.317688154015196789e-01,8.012835744339732447e-01,1.390685719749229943e+00,-2.568914729716939016e-01,2.000000000000000444e+00
5.490981963927855647e-01,4.314938471564719880e-01,4.350353982820254206e-01,8.004247342993187075e-01,1.388638312775082317e+00,-2.677379993448305573e-01,1.999999999999999778e+00
5.511022044088176308e-01,4.346590745872970230e-01,4.382942944477629110e-01,7.995303993955259481e-01,1.386505200429774654e+00,-2.785737410115873280e-01,2.000000000000000444e+00
5.531062124248496970e-01,4.378223045431070548e-01,4.415451963668187707e-01,7.986006058050142409e-01,1.384286338408235562e+00,-2.893982261457729299e-01,2.000000000000000000e+00
5.551102204408817631e-01,4.409834439687583818e-01,4.447877972819708758e-01,7.976353911610752911e-01,1.381981681485458191e+00,-3.002109792106635311e-01,1.999999999999999778e+00
5.571142284569138292e-01,4.441423981372685237e-01,4.480217912467155394e-01,7.966347946602320151e-01,1.379591183615916927e+00,-3.110115208303924073e-01,2.000000000000000000e+00
5.591182364729458953e-01,4.472990705918992727e-01,4.512468731619190265e-01,7.955988570750158750e-01,1.377114798036635834e+00,-3.217993676633250089e-01,2.000000000000000000e+00
5.611222444889779615e-01,4.504533630888357121e-01,4.544627388131122769e-01,7.945276207671546631e-01,1.374552477373885306e+00,-3.325740322774987656e-01,2.000000000000000000e+00
5.631262525050100276e-01,4.536051755404877373e-01,4.576690849084464885e-01,7.934211297011652952e-01,1.371904173753480949e+00,-3.433350230282068982e-01,2.000000000000000444e+00
5.651302605210419827e-01,4.567544059594393357e-01,4.608656091173268243e-01,7.922794294583431762e-01,1.369169838914662929e+00,-3.540818439378051741e-01,2.000000000000000444e+00
5.671342685370740488e-01,4.599009504030724949e-01,4.640520101097412309e-01,7.911025672511416973e-01,1.366349424327527373e+00,-3.648139945778323123e-01,2.000000000000000000e+00
5.691382765531061150e-01,4.630447029188906605e-01,4.672279875962987439e-01,7.898905919379337615e-01,1.363442881313980504e+00,-3.755309699535193668e-01,2.000000000000000000e+00
5.711422845691381811e-01,4.661855554905714460e-01,4.703932423689948239e-01,7.886435540381471210e-01,1.360450161172190420e+00,-3.862322603907677454e-01,2.000000000000000444e+00
5.731462925851702472e-01,4.693233979847736825e-01,4.735474763427167111e-01,7.873615057477657553e-01,1.357371215304498335e+00,-3.969173514256961188e-01,2.000000000000000000e+00
5.751503006012023134e-01,4.724581180987275641e-01,4.766903925975026768e-01,7.860445009551884077e-01,1.354205995348766400e+00,-4.075857236968164488e-01,2.000000000000000888e+00
5.771543086172343795e-01,4.755896013086356455e-01,4.798216954215689389e-01,7.846925952574359542e-01,1.350954453313115478e+00,-4.182368528399448282e-01,2.000000000000000444e+00
5.791583166332664456e-01,4.787177308189132785e-01,4.829410903551156209e-01,7.833058459766980564e-01,1.347616541714028893e+00,-4.288702093859181330e-01,2.000000000000000444e+00
5.811623246492985118e-01,4.818423875122977429e-01,4.860482842349238553e-01,7.818843121772098836e-01,1.344192213717774642e+00,-4.394852586612076339e-01,2.000000000000000000e+00
5.831663326653305779e-01,4.849634499008544375e-01,4.891429852397543576e-01,7.804280546824495790e-01,1.340681423285111418e+00,-4.500814606915156113e-01,2.000000000000000444e+00
5.851703406813626440e-01,4.880807940779106624e-01,4.922249029365571293e-01,7.789371360926461429e-01,1.337084125319235151e+00,-4.606582701084353526e-01,2.000000000000000444e+00
5.871743486973947102e-01,4.911942936709461360e-01,4.952937483275013375e-01,7.774116208025878549e-01,1.333400275816922109e+00,-4.712151360592701232e-01,2.000000000000000444e+00
5.891783567134267763e-01,4.943038197954712776e-01,4.983492338978331437e-01,7.758515750197206851e-01,1.329629832022822811e+00,-4.817515021200869940e-01,2.000000000000000000e+00
5.911823647294588424e-01,4.974092410099233419e-01,5.013910736645684763e-01,7.742570667825255937e-01,1.325772752586859893e+00,-4.922668062120998944e-01,2.000000000000000444e+00
5.931863727454909085e-01,5.005104232716117707e-01,5.044189832260269624e-01,7.726281659791647272e-01,1.321828997724677546e+00,-5.027604805214651584e-01,2.000000000000000000e+00
5.951903807615229747e-01,5.036072298937438463e-01,5.074326798122119619e-01,7.709649443663836310e-01,1.317798529381093209e+00,-5.132319514225789359e-01,2.000000000000000444e+00
5.971943887775550408e-01,5.066995215035624556e-01,5.104318823360406432e-01,7.692674755886592664e-01,1.313681311396494911e+00,-5.236806394049583480e-01,2.000000000000000888e+00
5.991983967935871069e-01,5.097871560016278281e-01,5.134163114454268761e-01,7.675358351975813953e-01,1.309477309676126744e+00,-5.341059590038045313e-01,2.000000000000000444e+00
6.012024048096191731e-01,5.128699885222753885e-01,5.163856895762198862e-01,7.657701006714550118e-01,1.305186492362208739e+00,-5.445073187343160148e-01,2.000000000000000000e+00
6.032064128256512392e-01,5.159478713952825313e-01,5.193397410059977792e-01,7.639703514351112723e-01,1.300808830008820083e+00,-5.548841210298642856e-01,2.000000000000000444e+00
6.052104208416833053e-01,5.190206541087768466e-01,5.222781919087176039e-01,7.621366688799149358e-01,1.296344295759489507e+00,-5.652357621840936597e-01,2.000000000000000000e+00
6.072144288577153715e-01,5.220881832734186601e-01,5.252007704102187313e-01,7.602691363839544358e-01,1.291792865527425338e+00,-5.755616322970490417e-01,2.000000000000000444e+00
6.092184368737474376e-01,5.251503025878914155e-01,5.281072066445782198e-01,7.583678393324018163e-01,1.287154518178311058e+00,-5.858611152254094012e-01,2.000000000000000444e+00
6.112224448897795037e-01,5.282068528057334289e-01,5.309972328113141682e-01,7.564328651380284319e-01,1.282429235715597082e+00,-5.961335885369233312e-01,2.000000000000000000e+00
6.132264529058115698e-01,5.312576717035439877e-01,5.338705832334310619e-01,7.544643032618633116e-01,1.277617003468221712e+00,-6.063784234691091957e-01,2.000000000000000444e+00
6.152304609218436360e-01,5.343025940505985449e-01,5.367269944163025608e-01,7.524622452339788659e-01,1.272717810280666217e+00,-6.165949848923411025e-01,2.000000000000000000e+00
6.172344689378757021e-01,5.373414515799057600e-01,5.395662051073828458e-01,7.504267846743910564e-01,1.267731648705287206e+00,-6.267826312773630004e-01,2.000000000000000444e+00
6.192384769539077682e-01,5.403740729607416915e-01,5.423879563567386430e-01,7.483580173140579328e-01,1.262658515196819931e+00,-6.369407146673560227e-01,2.000000000000000000e+00
6.212424849699398344e-01,5.434002837726935597e-01,5.451919915783912662e-01,7.462560410159618796e-01,1.257498410308986347e+00,-6.470685806546107033e-01,2.000000000000000000e+00
6.232464929859719005e-01,5.464199064812493845e-01,5.479780566124575758e-01,7.441209557962611409e-01,1.252251338893106691e+00,-6.571655683619018751e-01,1.999999999999999778e+00
6.252505010020039666e-01,5.494327604149653599e-01,5.507458997880775309e-01,7.419528638454944147e-01,1.246917310298630177e+00,-6.672310104286444110e-01,2.000000000000000000e+00
6.272545090180360328e-01,5.524386617442468284e-01,5.534952719871133464e-01,7.397518695498220831e-01,1.241496338575487357e+00,-6.772642330019054135e-01,2.000000000000000444e+00
6.292585170340680989e-01,5.554374234617762696e-01,5.562259267086057113e-01,7.375180795122896482e-01,1.235988442678165988e+00,-6.872645557323630028e-01,2.000000000000000444e+00
6.312625250501001650e-01,5.584288553646221676e-01,5.589376201339696371e-01,7.352516025740960526e-01,1.230393646671412489e+00,-6.972312917752788719e-01,2.000000000000000888e+00
6.332665330661322312e-01,5.614127640380628392e-01,5.616301111929121737e-01,7.329525498358496760e-01,1.224711979937453954e+00,-7.071637477965634355e-01,2.000000000000000000e+00
6.352705410821642973e-01,5.643889528411593082e-01,5.643031616300517861e-01,7.306210346787972432e-01,1.218943477384635266e+00,-7.170612239840147284e-01,2.000000000000000000e+00
6.372745490981963634e-01,5.673572218941101974e-01,5.669565360722185199e-01,7.282571727860064348e-01,1.213088179657361154e+00,-7.269230140637933379e-01,2.000000000000000000e+00
